candidate,state,district,office,year,party,stage,sel_date,n_snapshots_available,n_pages,page_types,urlkey,n_char,n_words
Herbert Lee,CA,39.0,house,2018,D,2,20181229053221,1,1,homepage,https://drleeforcongress.org,68,9
Gregory Ryan,MN,4.0,house,2018,R,2,20180612143249,22,12,action;homepage;issues;news;other,http://www.ryan4us.com/,46301,6674
Mary Gay Scanlon,PA,5.0,house,2018,D,2,20181024005053,5,5,biography;endorsements;homepage;issues;news,https://www.scanlonforcongress.com/,21303,3068
Renee Hoyos,TN,2.0,house,2018,D,2,20181024125733,31,36,action;homepage;issues;news;other,https://hoyosforcongress.com,94504,11387
Gregory G Raths,CA,45.0,house,2018,R,2,20181119041019,2,1,homepage,https://gregraths.com,1839,276
Brian Kelly Jackson,OK,2.0,house,2018,R,2,20181214025045,4,6,action;homepage;other,https://jacksonforcongress.com,14368,2062
Matthew C Waldren,IA,2.0,house,2018,R,2,20180403035110,1,3,homepage;other,https://votematthewcwaldren.com,9730,813
Marcia L Fudge,OH,11.0,house,2018,D,2,20180208044524,32,41,action;homepage;news;other,http://marcialfudge.com/,159105,19175
Christopher William Chamberlin,MN,5.0,house,2018,R,2,20180404095151,7,2,homepage;other,https://www.chamberlinformn.com,19404,2858
Joseph Kopser,TX,21.0,house,2018,D,2,20181106134245,19,37,action;biography;homepage;news;other,https://kopserforcongress.com/,414111,58849
Whit Mr. Hughes,MS,3.0,house,2018,R,2,20180614214925,5,1,homepage,https://www.whithughesforcongress.com,7040,1037
Alison Heslin,NJ,11.0,house,2018,D,2,20180528145328,7,2,homepage;issues,https://www.heslinforcongress.com,17588,2363
Josh Gottheimer,NJ,5.0,house,2018,D,2,20181106131833,17,8,action;biography;constituent_services;homepage;issues;news;other,http://www.josh4congress.com,45231,5848
James Michael Johnson,LA,4.0,house,2018,R,2,20181023201525,18,12,action;biography;homepage;issues;news;other,https://mikejohnsonforlouisiana.com,23251,3109
Joe Sullivan,MN,1.0,house,2018,D,2,20181230061213,11,6,biography;endorsements;homepage;issues;other,http://www.joesullivanforcongress.com,27926,4083
James Frederick Bridenstine,OK,1.0,house,2018,R,2,20180514104213,8,1,homepage,https://jimbridenstine.com,1755,277
James Franklin Haning Ii,NV,3.0,house,2018,D,2,20181120102907,3,1,homepage,http://www.jameshaning.com,25,2
Carlton Aaron Swisher,ID,2.0,house,2018,D,2,20181115113315,10,2,homepage;other,https://swisherforidaho.com,3962,481
Philip Jerald Singleton,GA,3.0,house,2018,R,2,20180102114101,13,6,action;homepage;other,https://philipsingleton.com,20840,2612
Willie Kailawn Billups,TX,33.0,house,2018,R,2,20180217182623,11,7,action;homepage;issues;other,https://www.billupsforcongress.com,14010,1714
Phil Andrew Dr. Janowicz,CA,39.0,house,2018,D,2,20180328190624,4,5,endorsements;homepage;news;other,https://www.philforhouse.com,20556,2936
Raymond Linsenmayer,PA,17.0,house,2018,D,2,20180321130612,3,1,homepage,http://www.rayforpa.com,15,2
Steven Mccarty Palazzo,MS,4.0,house,2018,R,2,20180416074156,9,1,homepage,https://www.palazzoforcongress.com,1994,296
Gregory W. Meeks,NY,5.0,house,2018,D,2,20180102110901,21,5,action;homepage;other,http://www.congressmangregorymeeks.com/,5941,776
Anthony Brown,MD,4.0,house,2018,D,2,20181017150011,19,4,biography;homepage;other,https://www.anthonybrown.com,10543,1531
Peter G. Olson,TX,22.0,house,2018,R,2,20181024040059,11,10,action;biography;homepage;issues;news;other,http://olsonforcongress.com,48437,7128
Rodney L Davis,IL,13.0,house,2018,R,2,20181030222442,72,8,action;biography;homepage;issues;news;other,http://electrodney.com/,76943,10959
Scott Salmon,NJ,7.0,house,2018,D,2,20181119094411,7,1,homepage,https://www.salmon.vote,147,20
Rita Dr Ramirez-Dean,CA,8.0,house,2018,D,2,20180203120056,4,10,homepage;other,https://drrita4congress.com,98891,14116
Joseph Mcconnell,KS,3.0,house,2018,D,2,20180901070220,1,1,homepage,https://www.joeforkansas.org,14,2
Kevin Mccarthy,CA,23.0,house,2018,R,2,20180202155529,13,11,action;biography;homepage;issues;news;other,https://www.mccarthyforcongress.com,43509,6595
Theresa Greenfield,IA,3.0,house,2018,D,2,20180807195341,1,1,homepage,https://www.greenfieldforcongress.com,21,3
Michelle Denise Lee,MN,8.0,house,2018,D,2,20181215222745,4,1,homepage,https://www.michellelee.org,4877,813
Miguel Antonio Mr. Phd Levario,TX,19.0,house,2018,D,2,20181024040531,13,16,biography;homepage;issues;news;other,https://www.levarioforcongress.com,32082,3792
Jimmy Lee Tillman Ii,IL,1.0,house,2018,R,2,20181023200227,4,7,action;biography;homepage;other,https://www.jimmylee2dc.com,20278,3087
Emory Rodgers,CA,33.0,house,2018,D,2,20180806232045,8,2,homepage;other,https://emoryforcongress.com,3696,530
Arik Bjorn,SC,2.0,house,2018,D,2,20181119161007,7,9,biography;homepage;issues;news;other,http://www.bjorn2run.com/,123382,17916
Marc Friedenberg,PA,12.0,house,2018,D,2,20181023203243,32,18,action;biography;endorsements;homepage;issues;news;other,https://marcforpa.com,85128,10498
David Phillip Dr. Roe,TN,1.0,house,2018,R,2,20181023215025,27,18,action;homepage;issues;news;other,https://www.roe4congress.com,66280,9061
Elizabeth Adadi,FL,27.0,house,2018,R,2,20180725122834,2,1,homepage,https://www.adadiforcongress.com,2734,363
Tom Hicks,VA,1.0,house,2018,D,2,20180102184357,4,1,homepage,https://tomhicks4congress.org,1622,144
Janet L Contreras,AZ,4.0,house,2018,R,2,20180820051457,2,5,homepage;other,https://www.vote4janet.com,12067,98
Vince Kolber,IL,5.0,house,2018,R,2,20180819055238,3,4,homepage;other,https://www.votevince.com,17048,2246
Mike Rep. Coffman,CO,6.0,house,2018,R,2,20180827151728,107,10,action;homepage;issues;news;other,https://www.coffmanforcongress.com,37419,5431
Alma Shealey Adams,NC,12.0,house,2018,D,2,20180103111504,115,9,biography;endorsements;homepage;issues;other,http://almaadamsforcongress.com,38773,5436
Bernard Stefan Jarvis,GA,1.0,house,2018,D,2,20180309134723,2,1,homepage,https://electstevejarvis.com,142,19
Benjamin Lee Cline,VA,6.0,house,2018,R,2,20180618170545,27,3,homepage;other,https://www.bencline.com,10922,1362
Sara Idleman,NY,21.0,house,2018,D,2,20180826063456,15,3,biography;homepage;other,https://www.saraidleman.com,4659,783
Stewart Levenson,NH,2.0,house,2018,R,2,20180817132118,16,7,action;homepage;news;other,https://www.levensonforcongress.com,10561,1535
Eric Lynn,FL,13.0,house,2018,D,2,20181127080951,1,1,homepage,https://ericlynnforcongress.com,217,28
Todd Anthony Bloom,WA,6.0,house,2018,R,2,20180213110948,16,5,action;homepage;other,https://www.electtoddbloom.com,4160,474
Charles Joseph Jr. Enderlin,GA,3.0,house,2018,D,2,20181223160245,15,10,action;biography;homepage;issues;other,https://chuckenderlin.com,63304,10016
Nancy Pelosi,CA,12.0,house,2018,D,2,20180707091332,11,21,action;biography;homepage;issues;news;other,https://www.pelosiforcongress.org,65525,9200
Karen Powers Mrs. Mallard,VA,2.0,house,2018,D,2,20180413122718,11,2,homepage;other,https://karenmallard.com,5950,828
Collin Clark Peterson,MN,7.0,house,2018,D,2,20180820045747,37,2,biography;homepage,https://www.petersonforcongress.com,4175,594
Douglas Loren Applegate,CA,49.0,house,2018,D,2,20180521140753,37,1,homepage,https://www.applegateforcongress.com,528,79
Richmond Davis,MD,7.0,house,2018,R,2,20181023202009,18,3,homepage;other,https://davisforcongress2018.com,11289,1365
John Walsh,MD,8.0,house,2018,R,2,20181121161816,4,4,other,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000818,4353,364
Tommy N Hay,TN,6.0,house,2018,R,2,20180827162531,2,5,homepage;other,https://tommyhay.com,10928,1251
John Matthew Whitley,NC,8.0,house,2018,R,2,20181120100511,1,4,homepage;other,https://www.johnwhitleyforcongress.com,5669,66
Jerry F Costello,IL,12.0,house,2018,D,2,20180329215207,1,2,homepage;other,https://www.costelloforcongress.com,5134,433
Kenneth Harbaugh,OH,7.0,house,2018,D,2,20180713162722,32,2,homepage,https://www.kenharbaughforcongress.com,4230,465
Jason Westin,TX,7.0,house,2018,D,2,20180104003613,1,2,homepage;issues,http://www.westinforcongress.com,4550,571
Jesse L Young,WA,6.0,house,2018,R,2,20181222125339,14,13,endorsements;homepage;news;other,https://jesseyoungforcongress.com,12305,968
Jonathan Pelzer,CA,30.0,house,2018,D,2,20181222163449,18,1,homepage,https://pelzerforcongress.com,1579,230
Susie Lee,NV,3.0,house,2018,D,2,20181115123647,41,4,homepage;other,https://www.susieleeforcongress.com,9471,1252
Tom Berry,TX,5.0,house,2018,D,2,20180822101918,3,4,homepage;other,http://www.tomberryforcongress.com,23220,3454
Stephen Bloom,PA,13.0,house,2018,R,2,20180616185713,3,2,homepage;issues,https://bloomforcongress.com,3290,357
Tim Gomes,NY,2.0,house,2018,D,2,20180102184243,3,1,homepage,http://www.timgomesforcongress.com,2633,395
Lucas Todd Malek,ID,1.0,house,2018,R,2,20181205195025,12,13,action;biography;endorsements;homepage;issues;news;other,https://www.lukemalek.com,58554,8561
Jason Mark Mr. Lewis,MN,2.0,house,2018,R,2,20181215222820,113,9,action;biography;homepage;news;other,https://www.jasonformn.com,40468,5853
Alicia Donahue,MN,3.0,house,2018,D,2,20180907040318,5,68,homepage;other,https://www.aliciadonahue.com,178286,18212
Ronald Lynn Reid,FL,11.0,house,2018,D,2,20180104195633,1,1,homepage,https://www.ronaldreid.com,1583,182
Matt Rosendale,MT,0.0,house,2018,R,2,20180122072702,30,3,action;homepage;other,https://www.mattformontana.com,9673,1137
Loretta Miller,FL,15.0,house,2018,R,2,20181012105554,19,1,homepage,http://electlorettamillerforcongress.com/,5753,912
Chris Stewart,UT,2.0,house,2018,R,2,20181017145427,29,23,action;biography;homepage;issues;news;other,http://stewartforutah.com/,58637,7829
Brenda Lewis Cleary,NC,13.0,house,2018,D,2,20181110054801,1,1,homepage,https://www.clearyforcongress.com,14110,64
Darcy Burner,WA,1.0,house,2018,D,2,20181214024947,26,1,homepage,https://www.darcyburner.com,40,7
Barry Loudermilk,GA,11.0,house,2018,R,2,20180819105553,20,17,action;biography;homepage;issues;news;other,https://www.loudermilkforcongress.com,89973,13196
Brian Babin,TX,36.0,house,2018,R,2,20181108144318,13,1,homepage,https://www.babinforcongress.com/,6832,1077
Delinda Morgan,OR,1.0,house,2018,R,2,20181119051542,1,7,homepage;other,https://www.delindamorganforcongress.org,7831,1070
Jeffrey Scott Huffman,NC,8.0,house,2018,D,2,20181219171119,17,1,homepage,https://www.scotthuffman2018.com,1433,200
Charles W. Mr. Haywood,VA,6.0,house,2018,R,2,20180816061736,12,1,homepage,https://www.chazforcongress.com,2907,419
Monica Paige Depaul,FL,4.0,house,2018,D,2,20180203170257,1,9,homepage;issues;other,https://monica4florida.com,55276,7516
Jerrold L. Nadler,NY,10.0,house,2018,D,2,20180821210756,25,5,biography;homepage;other,https://www.jerrynadler.com,5378,735
Tom O'Halleran,AZ,1.0,house,2018,D,2,20180820054527,30,2,homepage,https://www.tomohalleran.com,5989,770
Aaron Paul Godfrey,OH,16.0,house,2018,D,2,20180130172505,25,1,homepage,https://www.godfreyforcongress.com,4392,710
Sami Khal,NV,3.0,house,2018,R,2,20181119155937,3,1,homepage,https://khalfornevada.com,487,37
Brandon Ray Martin,AZ,2.0,house,2018,R,2,20180721162230,2,1,homepage,https://martinforfreedom.com,5494,771
Matt Connolly,PA,17.0,house,2018,R,2,20180711160845,14,2,homepage,https://www.mattconnollyforcongress.com,25216,4069
Christian Valiente,CA,35.0,house,2018,R,2,20181017144710,4,6,action;biography;constituent_services;endorsements;homepage;issues,https://www.votevaliente.com,9609,1293
Mia Love,UT,4.0,house,2018,R,2,20180621042453,77,21,action;biography;homepage;issues;news;other,https://love4utah.com,53180,7190
Duncan D Hunter,CA,50.0,house,2018,R,2,20180525053303,24,6,homepage;news;other,https://www.hunterforcongress.com,12130,1792
Thomas Marrion Iii Amason,AL,2.0,house,2018,R,2,20180714163923,5,3,action;homepage;issues,https://www.tommyamason.com,10800,632
Kathleen Williams,MT,0.0,house,2018,D,2,20181108050758,18,12,endorsements;homepage;issues;other,https://kathleenformontana.com,67689,9338
Peter Welch,VT,0.0,house,2018,D,2,20181114175531,10,1,homepage,https://www.welchforcongress.com,3610,483
Daniel William William Lipinski,IL,3.0,house,2018,D,2,20181106125217,25,38,homepage;other,https://lipinskiforcongress.com,173664,23258
Christy Perry,ID,1.0,house,2018,R,2,20180618131234,7,6,action;biography;homepage;other,https://www.christyperryforidaho.com,20542,2881
Elizabeth Rhein Moro,PA,6.0,house,2018,D,2,20180203182905,4,1,homepage,http://www.elizabethmoro.com,1703,212
Randall Steven Phd Arrington,CA,53.0,house,2018,R,2,20181228110609,10,5,homepage;other,https://www.randyarrington.com,11982,1810
Danny Kushmer,FL,15.0,house,2018,R,2,20180412160208,31,6,biography;homepage;other,https://www.dannykushmer.com,50418,6600
Robert James Jr Dold,IL,10.0,house,2018,R,2,20180413091645,3,4,action;homepage;other,https://www.doldforcongress.com,9076,1384
Dierdre Thornton,IN,5.0,house,2018,D,2,20180617093153,54,3,homepage;other,https://www.deethorntonforcongress.com,11631,1025
Eshel Faraggi,IN,5.0,house,2018,D,2,20180915034715,6,1,homepage,https://eshel4congress.mamiris.com,2037,319
John K Delaney,MD,6.0,house,2018,D,2,20180613224143,43,8,action;biography;homepage;news;other,https://www.johnkdelaney.com,101159,14570
Brian Higgins,NY,26.0,house,2018,D,2,20180314145131,10,3,action;homepage;other,http://www.higginsforcongress.com,4264,400
G. William (Bill) Foster,IL,11.0,house,2018,D,2,20181230054119,16,16,action;biography;endorsements;homepage;issues;news;other,https://billfoster.com/,64474,8514
James Keady,NJ,4.0,house,2018,D,2,20180315081041,50,5,action;biography;homepage;other,http://www.jimkeady.com,9653,1485
Richard Mack,AZ,8.0,house,2018,R,2,20180813072356,4,3,homepage;news,https://www.sheriffrichardmack.com,11620,1618
Hermon Farahi,NV,3.0,house,2018,D,2,20180307194548,1,1,homepage,https://www.hermon4thepeople.com,207,26
Jacob Anthony Rush,FL,3.0,house,2018,R,2,20180308180047,1,8,homepage;other,https://www.jakerushforcongress.com,40012,293
Quentin Adam Wynn,GA,11.0,house,2018,D,2,20180107063345,2,4,homepage;issues;other,https://www.wynnforcongress.com,6466,882
David Kim,GA,7.0,house,2018,D,2,20180324175905,20,12,action;biography;homepage;news;other,http://www.davidkim2018.com,20797,2974
Colm Willis,OR,5.0,house,2018,R,2,20180916090236,6,2,homepage,https://www.colmwillis.com,9318,1413
Pat Mcmahan,IL,12.0,house,2018,D,2,20180419165231,2,1,homepage,https://mcmahanforcongress.com,2629,293
James R. Honorable Langevin,RI,2.0,house,2018,D,2,20181017145605,23,15,action;biography;homepage;news;other,https://www.jimlangevin.com,175868,25615
Irina Baroness Von Behr,AZ,9.0,house,2018,R,2,20180924175129,7,13,action;biography;homepage;issues;news;other,https://www.baronessvonbehrforuscongress.com,28524,4206
Alexandria Ocasio-Cortez,NY,14.0,house,2018,D,2,20180824023840,1,1,homepage,https://www.ocasiocortez.com,504,57
Dave Belote,VA,2.0,house,2018,D,2,20181119103626,5,1,homepage,https://votebelote.com,3495,605
David Corsi,NJ,12.0,house,2018,R,2,20180324225109,1,2,homepage;other,https://www.corsiforcongress.com,5132,433
Garrick Arvin Mr. Mcfadden,AZ,6.0,house,2018,D,2,20181119095253,3,10,action;homepage;issues;other,https://electgarrick.com,51947,7442
William Steve Ii Southerland,FL,2.0,house,2018,R,2,20180307003337,4,1,homepage,https://www.southerlandforcongress.com,488,80
James R Phd Baird,IN,4.0,house,2018,R,2,20181126165100,23,4,biography;homepage;news;other,https://www.electjimbaird.com,6374,861
Mary Brannon,OK,4.0,house,2018,D,2,20181203185744,26,5,homepage;issues;news;other,https://electbrannon.com,6865,848
Adam Joshua King,IL,12.0,house,2018,D,2,20180405110535,5,3,homepage;other,https://kingforcongress2018.com,4885,740
Monte Mark Mitchell,TX,33.0,house,2018,R,2,20181119082142,3,1,homepage,https://mmarkmitchell.com,11538,1730
Emilio J. Mr. Huerta,CA,21.0,house,2018,D,2,20180220112543,4,11,action;biography;endorsements;homepage;issues;news;other,https://www.huertaforcongress.com,14214,1506
H Morgan Griffith,VA,9.0,house,2018,R,2,20181118014440,28,10,action;biography;homepage;issues;news;other,https://www.morgangriffithforcongress.com,36034,5016
Mary Barro,CA,23.0,house,2018,D,2,20180528132022,4,17,homepage;other,https://www.barrofor23.com,29370,3442
Omar Navarro,CA,43.0,house,2018,R,2,20180104071504,2,7,action;biography;homepage;news;other,https://omarnavarro.com,44392,6358
Donald Sternoff Honorable Jr. Beyer,VA,8.0,house,2018,D,2,20180102190300,37,9,action;biography;endorsements;homepage;issues;news;other,http://friendsofdonbeyer.com/,26140,3718
Damian Lara,NM,1.0,house,2018,D,2,20180118141113,3,2,homepage;other,https://www.laraforabetternm.com,7497,1134
Elizabeth Emken,CA,7.0,house,2018,R,2,20181116183605,3,1,homepage,https://www.elizabethemken.com,2004,278
Paul John Mr. Spencer,AR,2.0,house,2018,D,2,20180513233649,10,3,action;homepage;other,https://paulspencer2018.com,11591,1712
Maria Collins Warren,NC,9.0,house,2018,D,2,20180110060453,2,1,homepage,https://www.mcw4congress.com,42,5
Betsy Dirksen Londrigan,IL,13.0,house,2018,D,2,20180808150233,97,18,biography;homepage;issues;other,https://www.betsydirksenlondrigan.com,32102,3801
David Schapira,AZ,9.0,house,2018,D,2,20180726084356,7,3,homepage;other,https://www.davidforaz.com,12838,1724
Carol Platt,FL,9.0,house,2018,R,2,20181119022720,1,7,homepage;news;other,https://www.carolplattforcongress.com,35467,5598
Henry E. Jr. Brown,SC,1.0,house,2018,R,2,20180816212428,3,1,homepage,https://www.henrybrownforcongress.com,30276,5386
Tobi Beck,IN,4.0,house,2018,D,2,20181020202111,63,32,action;biography;homepage;issues;news;other,http://www.beck4indiana.org/,128104,18146
Bruce Westerman,AR,4.0,house,2018,R,2,20180102084628,2,5,action;homepage;other,https://www.brucewesterman.com,7999,634
Steny Hoyer,MD,5.0,house,2018,D,2,20181122111923,31,6,homepage;issues;news,http://hoyerforcongress.com,19267,2250
Joseph Michael Billie,PA,5.0,house,2018,R,2,20180306024122,10,4,homepage;other,https://joebillieforcongress.com,6838,546
Muad Hassan,MN,4.0,house,2018,D,2,20181215222713,9,5,action;homepage;other,https://voteforhassan.com,3058,417
Jody Hice,GA,10.0,house,2018,R,2,20181228123400,19,3,homepage;other,https://www.jodyhice.com,21999,3383
Rev Pamela M Pinkney Butts,OH,11.0,house,2018,D,2,20181108015631,16,1,homepage,https://pamelausa2016.info,3960,486
Robert M The Honorable Pittenger,NC,9.0,house,2018,R,2,20180416073653,9,15,action;homepage;news;other,https://www.robertpittenger.com,32400,4185
Raul Dr Ruiz,CA,36.0,house,2018,D,2,20181114175034,13,7,action;biography;homepage;issues;news;other,https://drraulruiz.com/,26039,3837
